Date;Filière;Valeur (°C)
2016/04/03;"Température normale";10,35
2016/04/04;"Température normale";10,47
2016/04/05;"Température normale";10,59
2016/04/06;"Température normale";10,72
2016/04/07;"Température normale";10,84
2016/04/08;"Température normale";10,97
2016/04/09;"Température normale";11,1
2016/04/10;"Température normale";11,22
2016/04/11;"Température normale";11,35
2016/04/12;"Température normale";11,48
2016/04/13;"Température normale";11,61
2016/04/14;"Température normale";11,74
2016/04/15;"Température normale";11,87
2016/04/16;"Température normale";12
2016/04/17;"Température normale";12,13
2016/04/18;"Température normale";12,26
2016/04/19;"Température normale";12,4
2016/04/20;"Température normale";12,53
2016/04/21;"Température normale";12,66
2016/04/22;"Température normale";12,79
2016/04/23;"Température normale";12,92
2016/04/24;"Température normale";13,06
2016/04/25;"Température normale";13,19
2016/04/26;"Température normale";13,32
2016/04/27;"Température normale";13,45
2016/04/28;"Température normale";13,58
2016/04/29;"Température normale";13,7
2016/04/30;"Température normale";13,84
2016/05/01;"Température normale";13,96
2016/05/02;"Température normale";14,09
2016/05/03;"Température normale";14,21
2016/05/04;"Température normale";14,34
2016/05/05;"Température normale";14,47
2016/05/06;"Température normale";14,59
2016/05/07;"Température normale";14,71
2016/05/08;"Température normale";14,84
2016/05/09;"Température normale";14,95
2016/05/10;"Température normale";15,08
2016/05/11;"Température normale";15,2
2016/05/12;"Température normale";15,32
2016/05/13;"Température normale";15,43
2016/05/14;"Température normale";15,55
2016/05/15;"Température normale";15,66
2016/05/16;"Température normale";15,78
2016/05/17;"Température normale";15,9
2016/05/18;"Température normale";16,01
2016/05/19;"Température normale";16,12
2016/05/20;"Température normale";16,24
2016/05/21;"Température normale";16,34
2016/05/22;"Température normale";16,45
2016/05/23;"Température normale";16,56
2016/05/24;"Température normale";16,66
2016/05/25;"Température normale";16,77
2016/05/26;"Température normale";16,88
2016/05/27;"Température normale";16,98
2016/05/28;"Température normale";17,09
2016/05/29;"Température normale";17,19
2016/05/30;"Température normale";17,3
2016/05/31;"Température normale";17,4
2016/06/01;"Température normale";17,51
2016/06/02;"Température normale";17,61
2016/06/03;"Température normale";17,71
2016/06/04;"Température normale";17,81
2016/06/05;"Température normale";17,91
2016/06/06;"Température normale";18
2016/06/07;"Température normale";18,11
2016/06/08;"Température normale";18,2
2016/06/09;"Température normale";18,3
2016/06/10;"Température normale";18,39
2016/06/11;"Température normale";18,49
2016/06/12;"Température normale";18,58
2016/06/13;"Température normale";18,68
2016/06/14;"Température normale";18,77
2016/06/15;"Température normale";18,86
2016/06/16;"Température normale";18,96
2016/06/17;"Température normale";19,05
2016/06/18;"Température normale";19,14
2016/06/19;"Température normale";19,23
2016/06/20;"Température normale";19,32
2016/06/21;"Température normale";19,41
2016/06/22;"Température normale";19,49
2016/06/23;"Température normale";19,58
2016/06/24;"Température normale";19,66
2016/06/25;"Température normale";19,75
2016/06/26;"Température normale";19,83
2016/06/27;"Température normale";19,91
2016/06/28;"Température normale";19,99
2016/06/29;"Température normale";20,07
2016/06/30;"Température normale";20,15
2016/07/01;"Température normale";20,22
2016/07/02;"Température normale";20,29
2016/07/03;"Température normale";20,37
2016/07/04;"Température normale";20,43
2016/07/05;"Température normale";20,49
2016/07/06;"Température normale";20,56
2016/07/07;"Température normale";20,62
2016/07/08;"Température normale";20,68
2016/07/09;"Température normale";20,74
2016/07/10;"Température normale";20,79
2016/07/11;"Température normale";20,85
2016/07/12;"Température normale";20,89
2016/07/13;"Température normale";20,94
2016/07/14;"Température normale";20,98
2016/07/15;"Température normale";21,02
2016/07/16;"Température normale";21,06
2016/07/17;"Température normale";21,09
2016/07/18;"Température normale";21,12
2016/07/19;"Température normale";21,15
2016/07/20;"Température normale";21,17
2016/07/21;"Température normale";21,19
2016/07/22;"Température normale";21,21
2016/07/23;"Température normale";21,22
2016/07/24;"Température normale";21,22
2016/07/25;"Température normale";21,23
2016/07/26;"Température normale";21,23
2016/07/27;"Température normale";21,23
2016/07/28;"Température normale";21,22
2016/07/29;"Température normale";21,22
2016/07/30;"Température normale";21,2
2016/07/31;"Température normale";21,18
2016/08/01;"Température normale";21,16
2016/08/02;"Température normale";21,13
2016/08/03;"Température normale";21,1
2016/08/04;"Température normale";21,07
2016/08/05;"Température normale";21,03
2016/08/06;"Température normale";20,99
2016/08/07;"Température normale";20,94
2016/08/08;"Température normale";20,89
2016/08/09;"Température normale";20,84
2016/08/10;"Température normale";20,78
2016/08/11;"Température normale";20,73
2016/08/12;"Température normale";20,66
2016/08/13;"Température normale";20,59
2016/08/14;"Température normale";20,52
2016/08/15;"Température normale";20,44
2016/08/16;"Température normale";20,37
2016/08/17;"Température normale";20,29
2016/08/18;"Température normale";20,2
2016/08/19;"Température normale";20,11
2016/08/20;"Température normale";20,03
2016/08/21;"Température normale";19,94
2016/08/22;"Température normale";19,85
2016/08/23;"Température normale";19,75
2016/08/24;"Température normale";19,64
2016/08/25;"Température normale";19,54
2016/08/26;"Température normale";19,44
2016/08/27;"Température normale";19,33
2016/08/28;"Température normale";19,23
2016/08/29;"Température normale";19,11
2016/08/30;"Température normale";19
2016/08/31;"Température normale";18,88
2016/09/01;"Température normale";18,77
2016/09/02;"Température normale";18,65
2016/09/03;"Température normale";18,54
2016/09/04;"Température normale";18,41
2016/09/05;"Température normale";18,29
2016/09/06;"Température normale";18,17
2016/09/07;"Température normale";18,04
2016/09/08;"Température normale";17,92
2016/09/09;"Température normale";17,79
2016/09/10;"Température normale";17,67
2016/09/11;"Température normale";17,54
2016/09/12;"Température normale";17,42
2016/09/13;"Température normale";17,29
2016/09/14;"Température normale";17,16
2016/09/15;"Température normale";17,03
2016/09/16;"Température normale";16,9
2016/09/17;"Température normale";16,77
2016/09/18;"Température normale";16,64
2016/09/19;"Température normale";16,51
2016/09/20;"Température normale";16,38
2016/09/21;"Température normale";16,26
2016/09/22;"Température normale";16,13
2016/09/23;"Température normale";16
2016/09/24;"Température normale";15,87
2016/09/25;"Température normale";15,74
2016/09/26;"Température normale";15,61
2016/09/27;"Température normale";15,48
2016/09/28;"Température normale";15,34
2016/09/29;"Température normale";15,22
2016/09/30;"Température normale";15,09
2016/10/01;"Température normale";14,96
2016/10/02;"Température normale";14,83
2016/10/03;"Température normale";14,69
2016/10/04;"Température normale";14,56
2016/10/05;"Température normale";14,43
2016/10/06;"Température normale";14,3
2016/10/07;"Température normale";14,17
2016/10/08;"Température normale";14,03
2016/10/09;"Température normale";13,9
2016/10/10;"Température normale";13,77
2016/10/11;"Température normale";13,64
2016/10/12;"Température normale";13,5
2016/10/13;"Température normale";13,37
2016/10/14;"Température normale";13,23
2016/10/15;"Température normale";13,1
2016/10/16;"Température normale";12,96
2016/10/17;"Température normale";12,82
2016/10/18;"Température normale";12,69
2016/10/19;"Température normale";12,55
2016/10/20;"Température normale";12,41
2016/10/21;"Température normale";12,27
2016/10/22;"Température normale";12,13
2016/10/23;"Température normale";11,99
2016/10/24;"Température normale";11,86
2016/10/25;"Température normale";11,71
2016/10/26;"Température normale";11,57
2016/10/27;"Température normale";11,43
2016/10/28;"Température normale";11,29
2016/10/29;"Température normale";11,14
2016/10/30;"Température normale";11
2016/10/31;"Température normale";10,85
2016/11/01;"Température normale";10,7
2016/11/02;"Température normale";10,56
2016/11/03;"Température normale";10,41
2016/11/04;"Température normale";10,27
2016/11/05;"Température normale";10,12
2016/11/06;"Température normale";9,98
2016/11/07;"Température normale";9,83
2016/11/08;"Température normale";9,68
2016/11/09;"Température normale";9,53
2016/11/10;"Température normale";9,38
2016/11/11;"Température normale";9,24
2016/11/12;"Température normale";9,09
2016/11/13;"Température normale";8,95
2016/11/14;"Température normale";8,8
2016/11/15;"Température normale";8,65
2016/11/16;"Température normale";8,52
2016/11/17;"Température normale";8,37
2016/11/18;"Température normale";8,23
2016/11/19;"Température normale";8,09
2016/11/20;"Température normale";7,95
2016/11/21;"Température normale";7,81
2016/11/22;"Température normale";7,67
2016/11/23;"Température normale";7,54
2016/11/24;"Température normale";7,4
2016/11/25;"Température normale";7,27
2016/11/26;"Température normale";7,15
2016/11/27;"Température normale";7,02
2016/11/28;"Température normale";6,89
2016/11/29;"Température normale";6,77
2016/11/30;"Température normale";6,65
2016/12/01;"Température normale";6,54
2016/12/02;"Température normale";6,42
2016/12/03;"Température normale";6,31
2016/12/04;"Température normale";6,2
2016/12/05;"Température normale";6,09
2016/12/06;"Température normale";5,99
2016/12/07;"Température normale";5,89
2016/12/08;"Température normale";5,8
2016/12/09;"Température normale";5,7
2016/12/10;"Température normale";5,61
2016/12/11;"Température normale";5,53
2016/12/12;"Température normale";5,45
2016/12/13;"Température normale";5,37
2016/12/14;"Température normale";5,3
2016/12/15;"Température normale";5,22
2016/12/16;"Température normale";5,16
2016/12/17;"Température normale";5,09
2016/12/18;"Température normale";5,04
2016/12/19;"Température normale";4,98
2016/12/20;"Température normale";4,93
2016/12/21;"Température normale";4,88
2016/12/22;"Température normale";4,83
2016/12/23;"Température normale";4,8
2016/12/24;"Température normale";4,77
2016/12/25;"Température normale";4,73
2016/12/26;"Température normale";4,7
2016/12/27;"Température normale";4,68
2016/12/28;"Température normale";4,66
2016/12/29;"Température normale";4,64
2016/12/30;"Température normale";4,63
2016/12/31;"Température normale";4,61
2017/01/01;"Température normale";4,61
2017/01/02;"Température normale";4,6
2017/01/03;"Température normale";4,61
2017/01/04;"Température normale";4,61
2017/01/05;"Température normale";4,61
2017/01/06;"Température normale";4,62
2017/01/07;"Température normale";4,64
2017/01/08;"Température normale";4,65
2017/01/09;"Température normale";4,67
2017/01/10;"Température normale";4,69
2017/01/11;"Température normale";4,72
2017/01/12;"Température normale";4,74
2017/01/13;"Température normale";4,77
2017/01/14;"Température normale";4,79
2017/01/15;"Température normale";4,83
2017/01/16;"Température normale";4,86
